"","X","upper","lower","pred","obs","type","variable"
"13901",1814,7.63569301678538,5.00826984332204,6.3219814,6.4,"Calibration","pH"
"13907",1815,6.24243215429506,4.34934183252134,5.295887,5.2,"Calibration","pH"
"13913",1816,6.71147765319098,4.55722962219965,5.6343536,5.7,"Calibration","pH"
"13919",1817,6.00257594567957,4.25938980596838,5.130983,5.1,"Calibration","pH"
"13924",1818,6.08474886985139,4.29283654122038,5.1887927,5.3,"Calibration","pH"
"13931",1819,5.81776376944337,4.17097619790282,4.99437,5,"Calibration","pH"
"13937",1820,5.7198267865404,4.05891314265882,4.88937,4.9,"Calibration","pH"
"13943",1821,6.96558082842838,4.59643661236751,5.7810087,5.7,"Calibration","pH"
"13949",1822,8.10119257941177,5.12015522942612,6.610674,6.6,"Calibration","pH"
"13955",1823,6.33426202442435,4.37231527660104,5.3532887,5.4,"Calibration","pH"
"13961",1824,5.07723944026524,3.77915628117031,4.428198,4.4,"Calibration","pH"
"13966",1825,6.5191848307804,4.44652771652185,5.4828563,5.4,"Calibration","pH"
"13973",1826,6.73254714752803,4.54489959929815,5.6387234,5.7,"Calibration","pH"
"13978",1827,6.27762533300219,4.30806421167554,5.292845,5.2,"Calibration","pH"
"13985",1828,7.63756286275397,5.01554287302483,6.326553,6.3,"Calibration","pH"
"13991",1829,6.79998885019928,4.56635369435638,5.6831713,5.7,"Calibration","pH"
"13997",1830,6.19902241741379,4.3459690758113,5.2724957,5.4,"Calibration","pH"
"14003",1831,6.91601606092873,4.5583911351162,5.7372036,5.8,"Calibration","pH"
"14009",1832,8.70297994883557,5.38309869496326,7.0430393,7,"Calibration","pH"
"14015",1833,6.44301401823686,4.45147240907027,5.447243,5.3,"Calibration","pH"
"14021",1834,5.92175391825207,4.14400192586414,5.032878,4.9,"Calibration","pH"
"14027",1835,6.69354675418144,4.56337787502999,5.6284623,5.6,"Calibration","pH"
"14033",1836,6.7829487467325,4.54309819693205,5.6630235,5.6,"Calibration","pH"
"14039",1837,6.92191530135277,4.53737043473122,5.729643,6.5,"Calibration","pH"
"14045",1838,5.54209760878485,4.05258222367364,4.79734,4.6,"Calibration","pH"
"14051",1839,7.56417899156719,4.94514794324726,6.2546635,6.22,"Calibration","pH"
"14057",1840,6.60707133113893,4.4530645102307,5.530068,5.5,"Calibration","pH"
"14063",1841,6.26257314820797,4.37732419828861,5.3199487,5.6,"Calibration","pH"
"14069",1842,7.34600398031986,4.85819199593747,6.102098,6.02,"Calibration","pH"
"14075",1843,7.06574646156301,4.68947204429637,5.8776093,5.8,"Calibration","pH"
"14081",1844,6.41287472733226,4.44504782668386,5.4289613,5.5,"Calibration","pH"
"14087",1845,6.71071290654581,4.51113081293661,5.610922,5.66,"Calibration","pH"
"14093",1846,7.35639088702843,4.86765105175331,6.112021,6.2,"Calibration","pH"
"14098",1847,10.1696699474922,6.05881897462696,8.114244,8.2,"Calibration","pH"
"14104",1848,6.2868195123711,4.3846663885078,5.335743,5.5,"Calibration","pH"
"14110",1849,8.16401588946248,5.22628772229289,6.695152,6.7,"Calibration","pH"
"14117",1850,6.38245528497587,4.33916622839083,5.3608108,5.6,"Calibration","pH"
"14122",1851,8.742474287968,5.46199730016676,7.102236,7,"Calibration","pH"
"14128",1852,8.53710320854773,5.33551165198694,6.9363074,6.9,"Calibration","pH"
"14134",1853,6.03088416916657,4.16036090987396,5.0956225,5,"Calibration","pH"
"14140",1854,6.0043781360151,4.25057524838431,5.1274767,5.4,"Calibration","pH"
"14147",1855,4.8104665139128,3.51339842291581,4.1619325,4.2,"Calibration","pH"
"14153",1856,7.29597968120681,4.85822278003586,6.077101,6.2,"Calibration","pH"
"14159",1857,7.69556027591129,5.05354613125423,6.374553,6.5,"Calibration","pH"
"14165",1858,5.99167492855672,4.24872824679728,5.1202016,5.3,"Calibration","pH"
"14171",1859,7.30904182624452,4.83104625511534,6.070044,6.08,"Calibration","pH"
"14176",1860,7.04068492157926,4.68453957335482,5.8626122,5.8,"Calibration","pH"
"14183",1861,7.17666912400511,4.74195956862185,5.9593143,6.1,"Calibration","pH"
"14188",1862,6.60189784642895,4.50921951654712,5.5555587,5.6,"Calibration","pH"
"14195",1863,6.39008752259165,4.41616495696157,5.4031262,5.3,"Calibration","pH"
"14200",1864,7.485460675102,4.93253287043023,6.208997,6.1,"Calibration","pH"
"14207",1865,6.9070383287204,4.67935788862579,5.793198,5.73,"Calibration","pH"
"14213",1866,7.63974323596449,4.98858413372546,6.3141637,6.4,"Calibration","pH"
"14219",1867,6.18319944824183,4.26009316955602,5.2216463,5.3,"Calibration","pH"
"14225",1868,6.59602523829539,4.48110126469534,5.5385633,5.6,"Calibration","pH"
"14230",1869,6.48523612344892,4.46326641713946,5.4742513,5.7,"Calibration","pH"
"14236",1870,8.78490334734768,5.47014921918064,7.1275263,7.2,"Calibration","pH"
"14242",1871,5.8583991504809,4.10149693716558,4.979948,5,"Calibration","pH"
"14248",1872,6.34772220163207,4.41266521902223,5.3801937,5.3,"Calibration","pH"
"14255",1873,6.80101899433872,4.59397574137905,5.6974974,5.6,"Calibration","pH"
"14261",1874,5.81467393848802,4.15145059611892,4.9830623,5.1,"Calibration","pH"
"14267",1875,7.28960057737983,4.82620123383843,6.057901,6,"Calibration","pH"
"14272",1876,6.38242358740193,4.40663032952922,5.394527,5.6,"Calibration","pH"
"14279",1877,6.58312750643957,4.46902703457605,5.5260773,5.7,"Calibration","pH"
"14284",1878,5.06266778178311,3.77817541890048,4.4204216,4.6,"Calibration","pH"
"14291",1879,7.94186445687255,5.07440999533693,6.508137,6.5,"Calibration","pH"
"14297",1880,7.76556803079155,5.03572343496773,6.4006457,6.6,"Calibration","pH"
"14303",1881,4.36050606129016,3.37966107967053,3.8700836,3.8,"Calibration","pH"
"14309",1882,7.58759589268642,4.95616345332188,6.2718797,6.4,"Calibration","pH"
"14315",1883,5.70413964709483,4.05444723645009,4.8792934,4.8,"Calibration","pH"
"14320",1884,6.95638915170343,4.64950302969305,5.802946,6,"Calibration","pH"
"14326",1885,9.70258904580565,5.85008906240968,7.776339,7.8,"Calibration","pH"
"14333",1886,6.77404063911137,4.51878982811276,5.646415,5.7,"Calibration","pH"
"14339",1887,7.49278191279021,4.95029135991486,6.2215366,6.4,"Calibration","pH"
"14344",1888,5.19091227108735,3.8555354828189,4.523224,4.5,"Calibration","pH"
"14351",1889,7.98609400141565,5.13722848546179,6.5616612,6.7,"Calibration","pH"
"14356",1890,7.08465520988331,4.73156888832225,5.908112,5.8,"Calibration","pH"
"14363",1891,6.29079147648693,4.38534454035877,5.338068,5.3,"Calibration","pH"
"14369",1892,6.20815802167797,4.340202802907,5.2741804,5.3,"Calibration","pH"
"14375",1893,6.15836691076818,4.31713987176356,5.2377534,5.2,"Calibration","pH"
"14381",1894,7.07183701190683,4.7226042112377,5.8972206,6,"Calibration","pH"
"14387",1895,7.9737988297085,5.13431636651953,6.5540576,6.5,"Calibration","pH"
"14393",1896,5.35228930942008,3.89259899624398,4.622444,4.5,"Calibration","pH"
"14398",1897,7.35277852245476,4.86123839191291,6.1070085,6.1,"Calibration","pH"
"14405",1898,5.65117627433107,4.09006422707274,4.8706203,4.9,"Calibration","pH"
"14410",1899,7.38238527960648,4.90409943871627,6.1432424,6.3,"Calibration","pH"
"14417",1900,6.04964375616536,4.28265452264323,5.166149,5.2,"Calibration","pH"
"14422",1901,4.78687767518154,3.60159011351475,4.194234,4.3,"Calibration","pH"
"14428",1902,7.82184469738128,5.0522121187198,6.4370284,6.6,"Calibration","pH"
"14435",1903,4.85416252176305,3.662192039089,4.2581773,4.3,"Calibration","pH"
"14441",1904,7.69396976483045,4.99430271136584,6.344136,6,"Calibration","pH"
"14447",1905,6.09500058633263,4.29732004660194,5.1961603,5.1,"Calibration","pH"
"14453",1906,6.56157334801353,4.41890398505532,5.4902387,5.4,"Calibration","pH"
"14459",1907,7.01286835670421,4.67175726890614,5.842313,6,"Calibration","pH"
"14464",1908,3.86644313698838,3.02044393652847,3.4434435,3.6,"Calibration","pH"
"14471",1909,7.11757213532823,4.71459835112196,5.9160852,6,"Calibration","pH"
"14477",1910,6.75284192874275,4.58645727322258,5.6696496,6,"Calibration","pH"
"14483",1911,7.62651986743762,4.99775534008192,6.3121376,6.4,"Calibration","pH"
"14489",1912,7.54784513124464,4.88102411619188,6.2144346,6.3,"Calibration","pH"
"14494",1913,6.5542589085159,4.47295132707981,5.513605,5.53,"Calibration","pH"
"14500",1914,5.49826209564862,4.02506859282794,4.7616653,4.7,"Calibration","pH"
"14506",1915,6.22753956756364,4.30573317566146,5.2666364,5.1,"Calibration","pH"
"14512",1916,5.4881111603106,4.00433955380073,4.7462254,4.5,"Calibration","pH"
"14519",1917,7.99372869725692,5.15881150965226,6.57627,6.7,"Calibration","pH"
"14525",1918,7.75712445274096,5.02452609047193,6.3908253,6.6,"Calibration","pH"
"14531",1919,7.24085415936082,4.80924139880568,6.025048,6,"Calibration","pH"
"14537",1920,5.95787449267979,4.23814277264003,5.0980086,5.06,"Calibration","pH"
"14543",1921,7.37143356421695,4.84278076073422,6.107107,6.1,"Calibration","pH"
"14549",1922,7.75277393085947,5.00832493083487,6.3805494,6.3,"Calibration","pH"
"14555",1923,6.63970510166268,4.47381552059073,5.5567603,5.7,"Calibration","pH"
"14560",1924,6.89696611090049,4.61240564660684,5.754686,5.8,"Calibration","pH"
"14567",1925,8.04939421385336,5.18264333039713,6.616019,6.6,"Calibration","pH"
"14573",1926,7.62675174763407,4.97905174205099,6.3029017,6.4,"Calibration","pH"
"14579",1927,6.39068517524471,4.28511037987004,5.337898,5.4,"Calibration","pH"
"14585",1928,8.06576358889396,5.19899070645516,6.632377,6.7,"Calibration","pH"
"14590",1929,7.77182826402861,5.05645218488496,6.41414,6.4,"Calibration","pH"
"14597",1930,5.88183047263478,4.20189354927684,5.041862,4.9,"Calibration","pH"
"14603",1931,7.22529058435556,4.78931112310294,6.007301,6.1,"Calibration","pH"
"14609",1932,6.33555839276117,4.37513210559088,5.3553452,5.5,"Calibration","pH"
"14615",1933,6.78433763465321,4.56519163170421,5.6747646,5.9,"Calibration","pH"
"14621",1934,6.2139937466636,4.35295419034812,5.283474,5.3,"Calibration","pH"
"14627",1935,6.68737760752022,4.56961187154472,5.6284947,5.6,"Calibration","pH"
"14633",1936,5.83521574375933,4.18352395655805,5.00937,5.2,"Calibration","pH"
"14639",1937,10.2581655054558,6.17396912284007,8.216067,8.2,"Calibration","pH"
"14645",1938,7.18067994441737,4.77075895939122,5.9757195,6.1,"Calibration","pH"
"14651",1939,5.71054114899358,4.12204990783015,4.9162955,4.9,"Calibration","pH"
"14657",1940,7.1507783241484,4.75527426526811,5.9530263,5.9,"Calibration","pH"
"14663",1941,6.18172173796929,4.31906885803901,5.2503953,5.3,"Calibration","pH"
"14669",1942,8.07539620290148,5.13103232493056,6.6032143,6.7,"Calibration","pH"
"14675",1943,6.35178000246021,4.41317456449535,5.3824773,5.4,"Calibration","pH"
"14681",1944,7.25573434003367,4.80251799456105,6.029126,6.1,"Calibration","pH"
"14687",1945,5.54898678841197,4.01907027182973,4.7840285,4.8,"Calibration","pH"
"14693",1946,5.45580855110611,4.0042344023851,4.7300215,4.7,"Calibration","pH"
"14698",1947,6.53893574484714,4.45348826638332,5.496212,5.5,"Calibration","pH"
"14705",1948,6.33762463606291,4.37712183915682,5.357373,5.3,"Calibration","pH"
"14711",1949,7.09365941973234,4.6802978327701,5.8869786,5.9,"Calibration","pH"
"14717",1950,5.62449151922252,4.09218519281361,4.8583384,4.8,"Calibration","pH"
"14723",1951,6.0454753982554,4.27703150634665,5.1612535,5.1,"Calibration","pH"
"14728",1952,4.27068850767572,3.30522110688727,3.7879548,3.8,"Calibration","pH"
"14735",1953,7.36017776139868,4.84083675733911,6.1005073,6.1,"Calibration","pH"
"14741",1954,6.61627192717482,4.5038233258159,5.5600476,5.7,"Calibration","pH"
"14747",1955,10.3441488954659,6.06633732584761,8.205243,8,"Calibration","pH"
"14752",1956,7.58427224642577,4.91078962796388,6.247531,6.2,"Calibration","pH"
"14759",1957,5.55643849278227,4.01269717311129,4.784568,4.8,"Calibration","pH"
"14765",1958,6.16529144364697,4.28634296339648,5.225817,5.1,"Calibration","pH"
"14771",1959,6.48197872084283,4.40323703843451,5.442608,5.6,"Calibration","pH"
"14776",1960,6.72137593893824,4.55739832253637,5.639387,5.62,"Calibration","pH"
"14783",1961,6.55911475934235,4.40002792559417,5.4795713,5.6,"Calibration","pH"
"14789",1962,7.404102898882,4.86521472807113,6.134659,6.24,"Calibration","pH"
"14794",1963,5.73855196025454,4.14136995289243,4.939961,4.9,"Calibration","pH"
"14801",1964,8.32460832879211,5.24003267004823,6.7823205,6.9,"Calibration","pH"
"14807",1965,6.3909874744679,4.29762737080798,5.3443074,5.2,"Calibration","pH"
"14812",1966,5.78580301007546,4.10945970812522,4.9476314,5,"Calibration","pH"
"14819",1967,6.64007751688547,4.51552207723074,5.5778,5.7,"Calibration","pH"
"14824",1968,8.54170683189489,5.35296365455531,6.9473352,7.3,"Calibration","pH"
"14830",1969,5.62180640113412,4.01906273949088,4.8204346,4.9,"Calibration","pH"
"14837",1970,7.20259134818047,4.76131207894356,5.9819517,6.1,"Calibration","pH"
"14843",1971,5.67904860873842,4.08693688015318,4.8829927,4.9,"Calibration","pH"
"14849",1972,6.3177712715406,4.39615313641839,5.356962,5.3,"Calibration","pH"
"14855",1973,7.53432498007031,4.93764080972462,6.235983,6.12,"Calibration","pH"
"14861",1974,7.39304218710938,4.87742271004638,6.1352324,6.3,"Calibration","pH"
"14867",1975,7.14104502176221,4.78490979696337,5.9629774,6,"Calibration","pH"
"14873",1976,10.2270157736152,6.12159796539846,8.174307,8.1,"Calibration","pH"
"14879",1977,7.10139455224313,4.72851381872855,5.914954,6,"Calibration","pH"
"14885",1978,6.04351115715928,4.24349522101455,5.143503,5.2,"Calibration","pH"
"14891",1979,7.04603508531814,4.60128756940598,5.8236613,5.8,"Calibration","pH"
"14896",1980,5.59130581469891,4.0290154591048,4.8101606,5.4,"Calibration","pH"
"14903",1981,5.49989736269126,4.00174104978433,4.750819,4.7,"Calibration","pH"
"14908",1982,6.42229655871702,4.4078464161365,5.4150715,5.4,"Calibration","pH"
"14915",1983,7.78667029954587,5.08373299024905,6.4352016,6.7,"Calibration","pH"
"14921",1984,8.55775590987371,5.30635885147883,6.9320574,6.9,"Calibration","pH"
"14927",1985,7.39960279158312,4.8343316108827,6.116967,6.1,"Calibration","pH"
"14933",1986,6.606225085782,4.50868790097338,5.5574565,5.5,"Calibration","pH"
"14938",1987,5.68554618206542,4.10753891620118,4.8965425,4.9,"Calibration","pH"
"14944",1988,6.6590127819502,4.52880574527148,5.5939093,5.56,"Calibration","pH"
"14950",1989,5.32496626897057,3.9381629653434,4.6315646,4.6,"Calibration","pH"
"14957",1990,7.79283143696038,5.05110739055427,6.4219694,6.5,"Calibration","pH"
"14963",1991,7.07294219084235,4.71416241578607,5.8935523,5.9,"Calibration","pH"
"14969",1992,5.97156004363573,4.24476762360059,5.108164,5.1,"Calibration","pH"
"14975",1993,6.04994261947018,4.24401985916751,5.1469812,5.3,"Calibration","pH"
"14980",1994,4.9206824823918,3.63471073660234,4.2776966,4.3,"Calibration","pH"
"14987",1995,7.62690252077683,4.92984205472366,6.2783723,6.3,"Calibration","pH"
"14993",1996,8.53935960223469,5.39004561016765,6.9647026,7,"Calibration","pH"
"14999",1997,7.95249223781315,5.05579996036801,6.504146,6.6,"Calibration","pH"
"15005",1998,9.38982177199602,5.65835785446882,7.52409,7.5,"Calibration","pH"
"15011",1999,4.90672564694638,3.6782867889667,4.292506,4.2,"Calibration","pH"
"15017",2000,6.37114159675968,4.37082083610165,5.370981,5.2,"Calibration","pH"
"15023",2001,6.64814761299225,4.54092308860687,5.5945354,5.6,"Calibration","pH"
"15029",2002,8.94089075465281,5.53024247746389,7.2355666,7.2,"Calibration","pH"
"15035",2003,6.99637544721217,4.6442714872971,5.8203235,5.8,"Calibration","pH"
"15041",2004,11.3783834112182,6.46771834964601,8.923051,8.9,"Calibration","pH"
"15047",2005,7.90129321075263,5.11351925872979,6.507406,6.5,"Calibration","pH"
"15053",2006,7.11771081604773,4.74992586455529,5.9338183,6.17,"Calibration","pH"
"15059",2007,6.96326996439433,4.68231986409688,5.822795,6,"Calibration","pH"
"15065",2008,10.8441038759016,6.33439343855151,8.589249,8.7,"Calibration","pH"
"15070",2009,7.28467307968653,4.81957592086279,6.0521245,6,"Calibration","pH"
"15077",2010,8.36294760263332,5.32727704488866,6.8451123,6.9,"Calibration","pH"
"15083",2011,6.63754421094436,4.52344841143112,5.5804963,5.5,"Calibration","pH"
"15088",2012,7.5766247452387,4.92718136895807,6.251903,6.3,"Calibration","pH"
"15095",2013,8.13102218191943,5.2178624006001,6.6744423,6.7,"Calibration","pH"
"15101",2014,6.45263221378162,4.45777771358654,5.455205,5.5,"Calibration","pH"
"15106",2015,7.18993055694084,4.73848950989266,5.96421,6,"Calibration","pH"
"15113",2016,6.97645098392203,4.66654866512582,5.8215,5.8,"Calibration","pH"
"15119",2017,7.4901839589964,4.89062201024188,6.190403,6,"Calibration","pH"
"15125",2018,7.01993968585273,4.66961452862481,5.844777,5.9,"Calibration","pH"
"15131",2019,8.41294702852766,5.31779161130388,6.8653693,6.8,"Calibration","pH"
"15137",2020,7.07511276680417,4.69533973258548,5.8852262,5.7,"Calibration","pH"
"15143",2021,7.62090759427935,5.02526302187055,6.3230853,6.3,"Calibration","pH"
"15148",2022,5.75005584549747,4.13835090804256,4.9442034,5.2,"Calibration","pH"
"15155",2023,6.10571180261051,4.28837312780941,5.1970425,5.4,"Calibration","pH"
"15161",2024,7.02314577969572,4.65208901492098,5.8376174,5.8,"Calibration","pH"
"15167",2025,6.77070402142815,4.57472158434578,5.672713,5.7,"Calibration","pH"
"15173",2026,7.95146227717426,5.10030984044048,6.525886,6.5,"Calibration","pH"
"15179",2027,7.7807055583296,4.97598732802294,6.3783464,6.5,"Calibration","pH"
"15184",2028,7.58693134304127,4.99985683444897,6.293394,6.3,"Calibration","pH"
"15191",2029,6.51930662547124,4.47720960225093,5.498258,5.6,"Calibration","pH"
"15196",2030,7.34531814874086,4.86147182165709,6.103395,5.9,"Calibration","pH"
"15203",2031,6.68577679794419,4.54112616378677,5.6134515,5.7,"Calibration","pH"
"15209",2032,5.30144377287036,3.87947587434643,4.59046,4.6,"Calibration","pH"
"15214",2033,7.02306068395295,4.69939147974334,5.861226,6.2,"Calibration","pH"
"15221",2034,7.63263359187074,4.99612483861022,6.314379,6.4,"Calibration","pH"
"15227",2035,6.71855827715258,4.49232295606275,5.6054406,5.7,"Calibration","pH"
"15232",2036,4.91941526062267,3.72254202239735,4.3209786,4.3,"Calibration","pH"
"15238",2037,5.57390413703673,4.06812848625429,4.8210163,4.8,"Calibration","pH"
"15245",2038,5.69105806398592,4.08212957334319,4.886594,5,"Calibration","pH"
"15251",2039,7.28728751430545,4.84235115756955,6.0648193,6.08,"Calibration","pH"
"15257",2040,9.05293675797305,5.50849417311826,7.2807155,7.5,"Calibration","pH"
"15262",2041,6.3990443164361,4.42088957486029,5.409967,5.4,"Calibration","pH"
"15268",2042,5.55285624571853,4.05965729645676,4.806257,4.9,"Calibration","pH"
"15275",2043,8.37569754632168,5.28683812109775,6.831268,6.8,"Calibration","pH"
"15280",2044,5.22197437291631,3.83048343653193,4.526229,4.7,"Calibration","pH"
"15287",2045,6.87385464203856,4.58253192412355,5.7281933,5.8,"Calibration","pH"
